,type,theme,year,account_number,total_emissions
886,cid,combined,2019,74673,21869346
887,cid,combined,2019,63601,
888,cid,combined,2019,50371,
889,cid,combined,2019,59165,234852
890,cid,combined,2019,834413,
891,cid,combined,2019,60387,
892,cid,combined,2019,3422,19347319
893,cid,combined,2019,840042,
894,cid,combined,2019,833379,
895,cid,combined,2019,73645,
896,cid,combined,2019,60399,
897,cid,combined,2019,50377,
898,cid,combined,2019,60379,
899,cid,combined,2019,827047,
900,cid,combined,2019,839954,1103438
901,cid,combined,2019,43932,
902,cid,combined,2019,73665,25758.13
903,cid,combined,2019,58543,36
904,cid,combined,2019,50562,
905,cid,combined,2019,826212,
906,cid,combined,2019,839666,
907,cid,combined,2019,54386,7684831
908,cid,combined,2019,54124,1440313
909,cid,combined,2019,840514,
910,cid,combined,2019,74560,
911,cid,combined,2019,834120,
912,cid,combined,2019,840371,242269
913,cid,combined,2019,74568,
914,cid,combined,2019,52897,
915,cid,combined,2019,55380,
916,cid,combined,2019,60125,
917,cid,combined,2019,49347,
918,cid,combined,2019,51079,
919,cid,combined,2019,59572,
920,cid,combined,2019,59168,
921,cid,combined,2019,35873,
922,cid,combined,2019,58671,217815
923,cid,combined,2019,838939,
924,cid,combined,2019,840507,
925,cid,combined,2019,73650,41546.22
926,cid,combined,2019,840313,
927,cid,combined,2019,54364,
928,cid,combined,2019,31146,
929,cid,combined,2019,59642,
930,cid,combined,2019,60394,
931,cid,combined,2019,58797,
932,cid,combined,2019,832274,
933,cid,combined,2019,54078,
934,cid,combined,2019,35903,
935,cid,combined,2019,58609,
936,cid,combined,2019,834277,648432.87
937,cid,combined,2019,54611,
938,cid,combined,2019,60413,
939,cid,combined,2019,73293,
940,cid,combined,2019,59163,
941,cid,combined,2019,74558,
942,cid,combined,2019,54518,542765
943,cid,combined,2019,834246,
944,cid,combined,2019,73679,22933.25
945,cid,combined,2019,60276,
946,cid,combined,2019,63862,
947,cid,combined,2019,834374,
948,cid,combined,2019,50381,
949,cid,combined,2019,54613,
950,cid,combined,2019,840037,27470.46
951,cid,combined,2019,52894,
952,cid,combined,2019,35878,
953,cid,combined,2019,73713,591101.55
954,cid,combined,2019,31175,
955,cid,combined,2019,36043,
956,cid,combined,2019,826239,
957,cid,combined,2019,832838,
958,cid,combined,2019,36263,
959,cid,combined,2019,73759,
960,cid,combined,2019,54289,
961,cid,combined,2019,10894,17416935
962,cid,combined,2019,834301,161022.85
963,cid,combined,2019,73295,
964,cid,combined,2019,31149,
965,cid,combined,2019,60340,
966,cid,combined,2019,840253,
967,cid,combined,2019,68383,
968,cid,combined,2019,73749,
969,cid,combined,2019,35867,
970,cid,combined,2019,43920,2012758
971,cid,combined,2019,60223,
972,cid,combined,2019,54084,
973,cid,combined,2019,826208,
974,cid,combined,2019,832078,
975,cid,combined,2019,60638,
976,cid,combined,2019,54110,731059
977,cid,combined,2019,50549,
978,cid,combined,2019,50362,
979,cid,combined,2019,31168,
980,cid,combined,2019,840693,
981,cid,combined,2019,50382,
982,cid,combined,2019,35993,
983,cid,combined,2019,57347,
984,cid,combined,2019,74575,
985,cid,combined,2019,73801,35061.47
986,cid,combined,2019,36493,
987,cid,combined,2019,54092,967069
988,cid,combined,2019,31151,
989,cid,combined,2019,44076,8352875
990,cid,combined,2019,58668,0
991,cid,combined,2019,32480,240706.57
992,cid,combined,2019,74495,
993,cid,combined,2019,840937,
994,cid,combined,2019,54060,
995,cid,combined,2019,834058,
996,cid,combined,2019,68296,
997,cid,combined,2019,60393,
998,cid,combined,2019,60295,
999,cid,combined,2019,60273,
1000,cid,combined,2019,43934,
1001,cid,combined,2019,73709,0
1002,cid,combined,2019,59158,
1003,cid,combined,2019,31155,
1004,cid,combined,2019,14088,791886
1005,cid,combined,2019,49339,
1006,cid,combined,2019,60003,
1007,cid,combined,2019,73788,196305.01
1008,cid,combined,2019,826210,
1009,cid,combined,2019,42120,
1010,cid,combined,2019,60603,
1011,cid,combined,2019,74631,
1012,cid,combined,2019,36032,
1013,cid,combined,2019,60408,
1014,cid,combined,2019,43905,
1015,cid,combined,2019,54491,
1016,cid,combined,2019,60258,
1017,cid,combined,2019,50358,
1018,cid,combined,2019,54030,
1019,cid,combined,2019,73676,
1020,cid,combined,2019,70261,
1021,cid,combined,2019,69850,
1022,cid,combined,2019,36274,
1023,cid,combined,2019,834261,
1024,cid,combined,2019,840938,
1025,cid,combined,2019,19233,
1026,cid,combined,2019,43928,1899700
1027,cid,combined,2019,35449,
1028,cid,combined,2019,55372,
1029,cid,combined,2019,43910,
1030,cid,combined,2019,58413,
1031,cid,combined,2019,54389,
1032,cid,combined,2019,60433,
1033,cid,combined,2019,834153,
1034,cid,combined,2019,55801,
1035,cid,combined,2019,834313,
1036,cid,combined,2019,54620,616805.03
1037,cid,combined,2019,839665,3870274
1038,cid,combined,2019,832909,
1039,cid,combined,2019,31153,9792000
1040,cid,combined,2019,834362,214909
1041,cid,combined,2019,73706,
1042,cid,combined,2019,839670,
1043,cid,combined,2019,54619,
1044,cid,combined,2019,54102,
1045,cid,combined,2019,59531,
1046,cid,combined,2019,54352,362253.08
1047,cid,combined,2019,831618,
1048,cid,combined,2019,839966,
1049,cid,combined,2019,35854,
1050,cid,combined,2019,36045,
1051,cid,combined,2019,60356,
1052,cid,combined,2019,841003,
1053,cid,combined,2019,31163,35467899
1054,cid,combined,2019,31446,
1055,cid,combined,2019,54113,788112.19
1056,cid,combined,2019,832000,
1057,cid,combined,2019,841326,153742.2
1058,cid,combined,2019,53921,
1059,cid,combined,2019,59971,
1060,cid,combined,2019,74534,
1061,cid,combined,2019,73693,392634.89
1062,cid,combined,2019,31166,
1063,cid,combined,2019,54656,
1064,cid,combined,2019,58795,
1065,cid,combined,2019,54654,
1066,cid,combined,2019,50220,2059572
1067,cid,combined,2019,54606,
1068,cid,combined,2019,36039,
1069,cid,combined,2019,54625,
1070,cid,combined,2019,54478,
1071,cid,combined,2019,69985,
1072,cid,combined,2019,50396,
1073,cid,combined,2019,58627,
1074,cid,combined,2019,54088,4544.88
1075,cid,combined,2019,834255,606275.11
1076,cid,combined,2019,36285,
1077,cid,combined,2019,58626,
1078,cid,combined,2019,43970,
1079,cid,combined,2019,54329,
1080,cid,combined,2019,834259,433496.42
1081,cid,combined,2019,50550,
1082,cid,combined,2019,54070,
1083,cid,combined,2019,35898,8920961.92
1084,cid,combined,2019,55800,
1085,cid,combined,2019,43940,744832
1086,cid,combined,2019,834289,1142897.32
1087,cid,combined,2019,826396,
1088,cid,combined,2019,57616,
1089,cid,combined,2019,50359,2726988
1090,cid,combined,2019,36426,1870000
1091,cid,combined,2019,54360,
1092,cid,combined,2019,31148,
1093,cid,combined,2019,36159,
1094,cid,combined,2019,834226,73078.5
1095,cid,combined,2019,60375,
1096,cid,combined,2019,827048,61674200
1097,cid,combined,2019,54647,
1098,cid,combined,2019,60577,
1099,cid,combined,2019,60371,
1100,cid,combined,2019,14874,
1101,cid,combined,2019,840925,
1102,cid,combined,2019,74594,445882.3
1103,cid,combined,2019,36494,
1104,cid,combined,2019,62864,
1105,cid,combined,2019,54699,
1106,cid,combined,2019,55379,731417.47
1107,cid,combined,2019,59580,
1108,cid,combined,2019,62868,
1109,cid,combined,2019,54291,
1110,cid,combined,2019,54692,
1111,cid,combined,2019,54318,
1112,cid,combined,2019,60349,
1113,cid,combined,2019,60126,
1114,cid,combined,2019,68378,
1115,cid,combined,2019,73652,19010.08
1116,cid,combined,2019,73722,
1117,cid,combined,2019,59151,
1118,cid,combined,2019,50361,
1119,cid,combined,2019,839963,
1120,cid,combined,2019,58569,
1121,cid,combined,2019,50566,
1122,cid,combined,2019,839971,612548.92
1123,cid,combined,2019,69834,365148.77
1124,cid,combined,2019,35879,
1125,cid,combined,2019,826429,
1126,cid,combined,2019,60233,
1127,cid,combined,2019,59545,
1128,cid,combined,2019,834403,220086.55
1129,cid,combined,2019,839668,
1130,cid,combined,2019,59298,
1131,cid,combined,2019,50557,
1132,cid,combined,2019,31177,
1133,cid,combined,2019,54510,256449
1134,cid,combined,2019,54119,10855
1135,cid,combined,2019,55371,
1136,cid,combined,2019,31114,
1137,cid,combined,2019,51374,
1138,cid,combined,2019,834405,10246.85
1139,cid,combined,2019,35885,
1140,cid,combined,2019,55799,
1141,cid,combined,2019,834260,3009734.85
1142,cid,combined,2019,35274,
1143,cid,combined,2019,36254,
1144,cid,combined,2019,53959,
1145,cid,combined,2019,60400,
1146,cid,combined,2019,54650,
1147,cid,combined,2019,35857,
1148,cid,combined,2019,54395,
1149,cid,combined,2019,36477,
1150,cid,combined,2019,43975,
1151,cid,combined,2019,43914,
1152,cid,combined,2019,841154,
1153,cid,combined,2019,50578,
1154,cid,combined,2019,35880,
1155,cid,combined,2019,59956,479731
1156,cid,combined,2019,63615,
1157,cid,combined,2019,31172,21340045.82
1158,cid,combined,2019,31108,
1159,cid,combined,2019,839931,424089
1160,cid,combined,2019,60307,
1161,cid,combined,2019,831674,
1162,cid,combined,2019,35883,4665342
1163,cid,combined,2019,54662,
1164,cid,combined,2019,36470,
1165,cid,combined,2019,42123,
1166,cid,combined,2019,60546,
1167,cid,combined,2019,35910,
1168,cid,combined,2019,59633,
1169,cid,combined,2019,50574,
1170,cid,combined,2019,74508,
1171,cid,combined,2019,50681,
1172,cid,combined,2019,73413,
1173,cid,combined,2019,36004,
1174,cid,combined,2019,74677,
1175,cid,combined,2019,73752,
1176,cid,combined,2019,50375,
1177,cid,combined,2019,840425,636531
1178,cid,combined,2019,50572,3170866.16
1179,cid,combined,2019,839650,
1180,cid,combined,2019,54612,
1181,cid,combined,2019,35884,
1182,cid,combined,2019,54305,
1183,cid,combined,2019,74488,
1184,cid,combined,2019,54085,2063648
1185,cid,combined,2019,50380,
1186,cid,combined,2019,36522,137456
1187,cid,combined,2019,35853,4019044
1188,cid,combined,2019,31170,
1189,cid,combined,2019,31112,
1190,cid,combined,2019,826237,
1191,cid,combined,2019,60599,
1192,cid,combined,2019,31182,
1193,cid,combined,2019,31150,
1194,cid,combined,2019,840349,
1195,cid,combined,2019,54608,
1196,cid,combined,2019,54703,
1197,cid,combined,2019,54538,536875.86
1198,cid,combined,2019,840924,
1199,cid,combined,2019,50401,
1200,cid,combined,2019,54026,
1201,cid,combined,2019,60104,
1202,cid,combined,2019,49343,
1203,cid,combined,2019,31157,
1204,cid,combined,2019,63941,
1205,cid,combined,2019,2430,359615
1206,cid,combined,2019,49334,
1207,cid,combined,2019,73684,0
1208,cid,combined,2019,834083,
1209,cid,combined,2019,54603,
1210,cid,combined,2019,826427,
1211,cid,combined,2019,73695,8459.14
1212,cid,combined,2019,54678,
1213,cid,combined,2019,59562,
1214,cid,combined,2019,59967,
1215,cid,combined,2019,60267,
1216,cid,combined,2019,54114,
1217,cid,combined,2019,60621,
1218,cid,combined,2019,56276,
1219,cid,combined,2019,31169,
1220,cid,combined,2019,54617,
1221,cid,combined,2019,840024,
1222,cid,combined,2019,840269,
1223,cid,combined,2019,31171,
1224,cid,combined,2019,60142,
1225,cid,combined,2019,31052,
1226,cid,combined,2019,840033,
1227,cid,combined,2019,50392,
1228,cid,combined,2019,50560,2678259
1229,cid,combined,2019,60053,
1230,cid,combined,2019,73240,
1231,cid,combined,2019,43911,5799445
1232,cid,combined,2019,60274,
1233,cid,combined,2019,57509,
1234,cid,combined,2019,31051,
1235,cid,combined,2019,58513,220603.32
1236,cid,combined,2019,50357,
1237,cid,combined,2019,840916,
1238,cid,combined,2019,58310,
1239,cid,combined,2019,31179,16602854
1240,cid,combined,2019,55331,
1241,cid,combined,2019,50558,2796000
1242,cid,combined,2019,73686,2926.91
1243,cid,combined,2019,36282,
1244,cid,combined,2019,50203,
1245,cid,combined,2019,841098,
1246,cid,combined,2019,35877,5010418
1247,cid,combined,2019,73701,21430.53
1248,cid,combined,2019,11315,1967000
1249,cid,combined,2019,36036,
1250,cid,combined,2019,840419,
1251,cid,combined,2019,58346,
1252,cid,combined,2019,36469,
1253,cid,combined,2019,69822,400247
1254,cid,combined,2019,36262,
1255,cid,combined,2019,840490,
1256,cid,combined,2019,54667,
1257,cid,combined,2019,55373,
1258,cid,combined,2019,54457,
1259,cid,combined,2019,840370,124766.91
1260,cid,combined,2019,54048,2653938
1261,cid,combined,2019,31187,
1262,cid,combined,2019,62791,
1263,cid,combined,2019,60278,
1264,cid,combined,2019,16581,
1265,cid,combined,2019,55415,
1266,cid,combined,2019,50679,
1267,cid,combined,2019,840039,12128.27
1268,cid,combined,2019,43912,
1269,cid,combined,2019,60656,
1270,cid,combined,2019,834323,42317.35
1271,cid,combined,2019,54327,
1272,cid,combined,2019,840919,
1273,cid,combined,2019,54057,777350
1274,cid,combined,2019,61427,
1275,cid,combined,2019,834238,16977.94
1276,cid,combined,2019,60073,
1277,cid,combined,2019,60050,
1278,cid,combined,2019,54390,
1279,cid,combined,2019,54641,
1280,cid,combined,2019,54517,455709
1281,cid,combined,2019,54348,
1282,cid,combined,2019,8242,811733
1283,cid,combined,2019,54498,
1284,cid,combined,2019,74401,
1285,cid,combined,2019,73879,
1286,cid,combined,2019,59644,
1287,cid,combined,2019,54605,
1288,cid,combined,2019,73803,36356.25
1289,cid,combined,2019,840036,
1290,cid,combined,2019,49327,1941206
1291,cid,combined,2019,74427,
1292,cid,combined,2019,52638,
1293,cid,combined,2019,50673,
1294,cid,combined,2019,35874,
1295,cid,combined,2019,834370,
1296,cid,combined,2019,70017,
1297,cid,combined,2019,60127,
1298,cid,combined,2019,60216,248337
1299,cid,combined,2019,73802,103588.4
1300,cid,combined,2019,59536,
1301,cid,combined,2019,840034,661493.01
1302,cid,combined,2019,50672,
1303,cid,combined,2019,50555,
1304,cid,combined,2019,50551,2216935
1305,cid,combined,2019,840918,
1306,cid,combined,2019,62817,
1307,cid,combined,2019,59969,
1308,cid,combined,2019,841155,
1309,cid,combined,2019,60108,
1310,cid,combined,2019,60392,
1311,cid,combined,2019,68337,
1312,cid,combined,2019,60229,1314864
1313,cid,combined,2019,36223,
1314,cid,combined,2019,54274,
1315,cid,combined,2019,54349,
1316,cid,combined,2019,73637,
1317,cid,combined,2019,59552,
1318,cid,combined,2019,73806,26041.42
1319,cid,combined,2019,54082,
1320,cid,combined,2019,54116,
1321,cid,combined,2019,31156,
1322,cid,combined,2019,10495,9832744
1323,cid,combined,2019,54681,
1324,cid,combined,2019,834219,597072.53
1325,cid,combined,2019,60264,
1326,cid,combined,2019,60007,
1327,cid,combined,2019,59563,92150
1328,cid,combined,2019,840931,
1329,cid,combined,2019,74418,
1330,cid,combined,2019,49330,8752052
1331,cid,combined,2019,54513,434888
1332,cid,combined,2019,32550,
1333,cid,combined,2019,43923,
1334,cid,combined,2019,54687,
1335,cid,combined,2019,36002,
1336,cid,combined,2019,46473,
1337,cid,combined,2019,54361,
1338,cid,combined,2019,840943,
1339,cid,combined,2019,50211,
1340,cid,combined,2019,35865,
1341,cid,combined,2019,54347,
1342,cid,combined,2019,35913,
1343,cid,combined,2019,36410,10895757
1344,cid,combined,2019,54521,
1345,cid,combined,2019,73680,85990.84
1346,cid,combined,2019,60213,
1347,cid,combined,2019,840018,
1348,cid,combined,2019,35905,
1349,cid,combined,2019,54029,
1350,cid,combined,2019,61467,
1351,cid,combined,2019,69824,
1352,cid,combined,2019,50388,
1353,cid,combined,2019,60588,
1354,cid,combined,2019,834202,
1355,cid,combined,2019,74678,
1356,cid,combined,2019,831999,
1357,cid,combined,2019,31173,
1358,cid,combined,2019,73750,
1359,cid,combined,2019,31180,
1360,cid,combined,2019,59669,205886
1361,cid,combined,2019,20113,
1362,cid,combined,2019,1093,
1363,cid,combined,2019,54391,
1364,cid,combined,2019,73666,16197834
1365,cid,combined,2019,58357,
1366,cid,combined,2019,60633,
1367,cid,combined,2019,35872,2916963
1368,cid,combined,2019,73690,48040.76
1369,cid,combined,2019,54100,
1370,cid,combined,2019,59996,
1371,cid,combined,2019,73648,90391.06
1372,cid,combined,2019,73530,287962
1373,cid,combined,2019,50650,80372
1374,cid,combined,2019,31158,
1375,cid,combined,2019,44077,3055230.86
1376,cid,combined,2019,37241,
1377,cid,combined,2019,59180,
1378,cid,combined,2019,37038,
1379,cid,combined,2019,54306,
1380,cid,combined,2019,60272,
1381,cid,combined,2019,54709,
1382,cid,combined,2019,839972,
1383,cid,combined,2019,60410,
1384,cid,combined,2019,50571,262045
1385,cid,combined,2019,826380,
1386,cid,combined,2019,43969,
1387,cid,combined,2019,61790,95497.78
1388,cid,combined,2019,55324,
1389,cid,combined,2019,68373,
1390,cid,combined,2019,50674,
1391,cid,combined,2019,59657,
1392,cid,combined,2019,43907,
1393,cid,combined,2019,73671,308774.07
1394,cid,combined,2019,50665,
1395,cid,combined,2019,35858,
1396,cid,combined,2019,53860,
1397,cid,combined,2019,35863,
1398,cid,combined,2019,73787,446872.6
1399,cid,combined,2019,60416,
1400,cid,combined,2019,834278,
1401,cid,combined,2019,69968,
1402,cid,combined,2019,69999,311.86
1403,cid,combined,2019,35915,
1404,cid,combined,2019,31009,
1405,cid,combined,2019,54367,
1406,cid,combined,2019,43921,
1407,cid,combined,2019,59538,7447065
1408,cid,combined,2019,834406,
1409,cid,combined,2019,50154,363926
1410,cid,combined,2019,49344,
1411,cid,combined,2019,54066,950705.52
1412,cid,combined,2019,58530,
1413,cid,combined,2019,68385,
1414,cid,combined,2019,54651,
1415,cid,combined,2019,54409,878000
1416,cid,combined,2019,31165,
1417,cid,combined,2019,834347,
1418,cid,combined,2019,58595,
1419,cid,combined,2019,59166,
1420,cid,combined,2019,54075,
1421,cid,combined,2019,36491,
1422,cid,combined,2019,840936,
1423,cid,combined,2019,60374,
1424,cid,combined,2019,50544,
1425,cid,combined,2019,49787,
1426,cid,combined,2019,58485,425035
1427,cid,combined,2019,35887,
1428,cid,combined,2019,35268,
1429,cid,combined,2019,60417,811350.2
1430,cid,combined,2019,54627,
1431,cid,combined,2019,36289,
1432,cid,combined,2019,831620,
1433,cid,combined,2019,840328,
1434,cid,combined,2019,73762,
1435,cid,combined,2019,50383,1068820
1436,cid,combined,2019,839982,
1437,cid,combined,2019,73663,55148.52
1438,cid,combined,2019,50568,
1439,cid,combined,2019,62855,
1440,cid,combined,2019,43938,26089109
1441,cid,combined,2019,59167,
1442,cid,combined,2019,839967,
1443,cid,combined,2019,54335,1199556.19
1444,cid,combined,2019,61876,
1445,cid,combined,2019,60029,428467.45
1446,cid,combined,2019,50782,
1447,cid,combined,2019,50384,
1448,cid,combined,2019,840935,
1449,cid,combined,2019,826207,1554768
1450,cid,combined,2019,54670,
1451,cid,combined,2019,834167,
1452,cid,combined,2019,60279,
1453,cid,combined,2019,54277,
1454,cid,combined,2019,58531,467600
1455,cid,combined,2019,54637,1382392
1456,cid,combined,2019,58621,306452.03
1457,cid,combined,2019,826446,
1458,cid,combined,2019,54497,
1459,cid,combined,2019,31176,14757840
1460,cid,combined,2019,43937,
1461,cid,combined,2019,59124,
1462,cid,combined,2019,60381,
1463,cid,combined,2019,50373,3921114
1464,cid,combined,2019,35755,90
1465,cid,combined,2019,54356,
1466,cid,combined,2019,831230,
1467,cid,combined,2019,31174,
1468,cid,combined,2019,54697,
1469,cid,combined,2019,54037,
1470,cid,combined,2019,831433,
1471,cid,combined,2019,58783,
1472,cid,combined,2019,54388,
1473,cid,combined,2019,31167,
1474,cid,combined,2019,74680,
1475,cid,combined,2019,73715,17709.61
1476,cid,combined,2019,35894,
1477,cid,combined,2019,36265,
1478,cid,combined,2019,840917,
1479,cid,combined,2019,73746,
1480,cid,combined,2019,73738,
1481,cid,combined,2019,59653,246824.99
1482,cid,combined,2019,54253,
1483,cid,combined,2019,36512,
1484,cid,combined,2019,54652,
1485,cid,combined,2019,49333,9955664
1486,cid,combined,2019,74414,
1487,cid,combined,2019,50398,
1488,cid,combined,2019,54370,
1489,cid,combined,2019,58489,170031
1490,cid,combined,2019,54633,
1491,cid,combined,2019,31055,
1492,cid,combined,2019,35864,
1493,cid,combined,2019,68388,
1494,cid,combined,2019,54683,
1495,cid,combined,2019,60388,
1496,cid,combined,2019,840944,
1497,cid,combined,2019,45219,
1498,cid,combined,2019,58591,
1499,cid,combined,2019,60347,
1500,cid,combined,2019,3417,38275608
1501,cid,combined,2019,61753,
1502,cid,combined,2020,49335,7072772.9
1503,cid,combined,2020,60278,
1504,cid,combined,2020,57509,
1505,cid,combined,2020,60114,
1506,cid,combined,2020,32550,4667359
1507,cid,combined,2020,54519,235162
1508,cid,combined,2020,35897,2350698
1509,cid,combined,2020,68383,
1510,cid,combined,2020,59563,151435
1511,cid,combined,2020,31165,423639
1512,cid,combined,2020,49347,
1513,cid,combined,2020,848408,
1514,cid,combined,2020,60271,
1515,cid,combined,2020,54386,7258677
1516,cid,combined,2020,840018,
1517,cid,combined,2020,845302,
1518,cid,combined,2020,59572,304602.49
1519,cid,combined,2020,35859,8492078
1520,cid,combined,2020,50354,
1521,cid,combined,2020,50674,
1522,cid,combined,2020,31167,
1523,cid,combined,2020,3422,20652935
1524,cid,combined,2020,60117,
1525,cid,combined,2020,49342,
1526,cid,combined,2020,31108,19811156
1527,cid,combined,2020,50154,411300
1528,cid,combined,2020,58310,
1529,cid,combined,2020,845309,
1530,cid,combined,2020,50220,2012051
1531,cid,combined,2020,59165,228362
1532,cid,combined,2020,54667,
1533,cid,combined,2020,16581,
1534,cid,combined,2020,60400,
1535,cid,combined,2020,31051,
1536,cid,combined,2020,35883,4665341
1537,cid,combined,2020,44299,42046607
1538,cid,combined,2020,62855,0
1539,cid,combined,2020,43911,5799445
1540,cid,combined,2020,60656,
1541,cid,combined,2020,54364,
1542,cid,combined,2020,59558,
1543,cid,combined,2020,60369,
1544,cid,combined,2020,31186,
1545,cid,combined,2020,74453,37164
1546,cid,combined,2020,848122,
1547,cid,combined,2020,43970,
1548,cid,combined,2020,847922,
1549,cid,combined,2020,55799,
1550,cid,combined,2020,49339,
1551,cid,combined,2020,73765,
1552,cid,combined,2020,60274,
1553,cid,combined,2020,2185,1160224.67
1554,cid,combined,2020,31117,99924
1555,cid,combined,2020,54603,
1556,cid,combined,2020,43930,
1557,cid,combined,2020,59653,246824.99
1558,cid,combined,2020,839650,
1559,cid,combined,2020,13113,1119584.19
1560,cid,combined,2020,36036,
1561,cid,combined,2020,31163,35855648
1562,cid,combined,2020,59180,
1563,cid,combined,2020,50385,
1564,cid,combined,2020,60546,
1565,cid,combined,2020,50680,61
1566,cid,combined,2020,31166,
1567,cid,combined,2020,50650,86436
1568,cid,combined,2020,73802,103588.4
1569,cid,combined,2020,848138,
1570,cid,combined,2020,43905,17133994
1571,cid,combined,2020,50368,
1572,cid,combined,2020,63999,312054.21
1573,cid,combined,2020,31177,
1574,cid,combined,2020,54697,
1575,cid,combined,2020,832610,1777667
1576,cid,combined,2020,59167,206.11
1577,cid,combined,2020,60233,
1578,cid,combined,2020,839673,
1579,cid,combined,2020,58595,382671.29
1580,cid,combined,2020,51079,
1581,cid,combined,2020,3429,814553
1582,cid,combined,2020,54034,
1583,cid,combined,2020,59678,524034
1584,cid,combined,2020,73530,287962
1585,cid,combined,2020,36044,
1586,cid,combined,2020,13506,846215.69
1587,cid,combined,2020,36223,
1588,cid,combined,2020,840936,
1589,cid,combined,2020,1850,3134377.46
1590,cid,combined,2020,59537,
1591,cid,combined,2020,59631,518175.67
1592,cid,combined,2020,60387,
1593,cid,combined,2020,50792,86506
1594,cid,combined,2020,50545,
1595,cid,combined,2020,32480,240706.57
1596,cid,combined,2020,50381,
1597,cid,combined,2020,58865,153792
1598,cid,combined,2020,832274,
1599,cid,combined,2020,35755,
1600,cid,combined,2020,58609,
1601,cid,combined,2020,60318,
1602,cid,combined,2020,841540,3030509.13
1603,cid,combined,2020,31112,
1604,cid,combined,2020,60307,
1605,cid,combined,2020,54048,
1606,cid,combined,2020,55371,
1607,cid,combined,2020,44077,3055230.86
1608,cid,combined,2020,50558,3013000
1609,cid,combined,2020,826210,
1610,cid,combined,2020,69848,
1611,cid,combined,2020,50549,
1612,cid,combined,2020,54337,
1613,cid,combined,2020,50794,
1614,cid,combined,2020,826381,
1615,cid,combined,2020,54100,
1616,cid,combined,2020,58395,170335.9
1617,cid,combined,2020,60588,
1618,cid,combined,2020,842160,
1619,cid,combined,2020,73879,
1620,cid,combined,2020,74423,
1621,cid,combined,2020,52897,
1622,cid,combined,2020,50665,
1623,cid,combined,2020,840371,242269
1624,cid,combined,2020,35274,
1625,cid,combined,2020,54510,256449
1626,cid,combined,2020,35860,
1627,cid,combined,2020,59707,
1628,cid,combined,2020,17411,
1629,cid,combined,2020,54098,
1630,cid,combined,2020,50380,
1631,cid,combined,2020,59538,7524492
1632,cid,combined,2020,54652,
1633,cid,combined,2020,36152,
1634,cid,combined,2020,36282,
1635,cid,combined,2020,31169,
1636,cid,combined,2020,59669,205886
1637,cid,combined,2020,49330,
1638,cid,combined,2020,59166,
1639,cid,combined,2020,54298,
1640,cid,combined,2020,50555,11701626
1641,cid,combined,2020,53921,
1642,cid,combined,2020,58671,158995
1643,cid,combined,2020,54409,882000
1644,cid,combined,2020,68378,
1645,cid,combined,2020,848404,
1646,cid,combined,2020,60374,
1647,cid,combined,2020,31172,22473254.86
1648,cid,combined,2020,43938,26362398
1649,cid,combined,2020,50394,
1650,cid,combined,2020,58796,
1651,cid,combined,2020,826211,
1652,cid,combined,2020,44185,3581991.32
1653,cid,combined,2020,841964,458941
1654,cid,combined,2020,31156,
1655,cid,combined,2020,826238,
1656,cid,combined,2020,35848,
1657,cid,combined,2020,840036,213237.03
1658,cid,combined,2020,60268,
1659,cid,combined,2020,43934,
1660,cid,combined,2020,54111,
1661,cid,combined,2020,54459,524194
1662,cid,combined,2020,73671,308774.07
1663,cid,combined,2020,55334,514245
1664,cid,combined,2020,53860,
1665,cid,combined,2020,54088,
1666,cid,combined,2020,54327,
1667,cid,combined,2020,826209,
1668,cid,combined,2020,840926,86525.25
1669,cid,combined,2020,54078,924580
1670,cid,combined,2020,58513,399711
1671,cid,combined,2020,55325,200609
1672,cid,combined,2020,35885,
1673,cid,combined,2020,57347,
1674,cid,combined,2020,49334,
1675,cid,combined,2020,31181,9050464.4
1676,cid,combined,2020,50378,988330.85
1677,cid,combined,2020,50392,
1678,cid,combined,2020,59151,140830
1679,cid,combined,2020,11315,1967000
1680,cid,combined,2020,826450,2069613.77
1681,cid,combined,2020,840529,
1682,cid,combined,2020,74671,
1683,cid,combined,2020,50544,
1684,cid,combined,2020,58591,
1685,cid,combined,2020,74508,
1686,cid,combined,2020,8242,824063
1687,cid,combined,2020,60394,
1688,cid,combined,2020,74695,
1689,cid,combined,2020,70005,
1690,cid,combined,2020,841269,851993.6
1691,cid,combined,2020,54119,10855
1692,cid,combined,2020,50568,2255036
1693,cid,combined,2020,73680,85990.84
1694,cid,combined,2020,3203,15893258
1695,cid,combined,2020,839672,
1696,cid,combined,2020,54274,
1697,cid,combined,2020,43928,1704845
1698,cid,combined,2020,848478,
1699,cid,combined,2020,50358,
1700,cid,combined,2020,35993,
1701,cid,combined,2020,831230,
1702,cid,combined,2020,49333,9955664
1703,cid,combined,2020,58357,221361
1704,cid,combined,2020,31110,
1705,cid,combined,2020,60236,
1706,cid,combined,2020,54696,
1707,cid,combined,2020,63919,
1708,cid,combined,2020,58485,425035
1709,cid,combined,2020,54082,
1710,cid,combined,2020,35877,5010418
1711,cid,combined,2020,832838,
1712,cid,combined,2020,35475,
1713,cid,combined,2020,35905,
1714,cid,combined,2020,54402,690300
1715,cid,combined,2020,35898,9224532
1716,cid,combined,2020,36470,
1717,cid,combined,2020,50678,
1718,cid,combined,2020,826103,
1719,cid,combined,2020,73650,41546.22
1720,cid,combined,2020,58530,
1721,cid,combined,2020,73667,
1722,cid,combined,2020,60399,
